"datasetId","measurementId","measurementType","referencingId","sourceDoi","sourceId","timeRelative","timeUnit","timeAbsolute","parameter","inheritId","parameterDescription","parameterDataType","parameterText","parameterStatistics","parameterNumeric","parameterNumericOperator","parameterUnit","parameterUncertaintyType","parameterUncertaintyLower","parameterUncertaintyUpper","parameterUncertaintyUnit","ownerGroup","protocolId","instrumentId","X","X.1"
"10.1016/j.ntt.2015.08.006",28,"Property",23,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text","Jackson Laboratory, Bar Harbor, ME ","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",29,"Material",22,"",NA,NA,"",NA,"core component",NA,"Received from Supplier","Text","silver nanoparticle","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",30,"Property",29,"",NA,NA,"",NA,"Physical State",NA,"Made by Experimenter","Text","Suspension","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",31,"Property",29,"",NA,NA,"",NA,"Concentration",NA,"Made by Experimenter","Numeric","","mean","56.3","=","milligram per milliliter","range","50","62.5","milligram per milliliter","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",32,"Property",29,"",NA,NA,"",NA,"Volume",NA,"Made by Experimenter","Numeric","","","10","=","microliter","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",33,"Property",29,"",NA,NA,"",NA,"Dose",NA,"Made by Experimenter","Numeric","","","0","=","milligram per kilogram","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",34,"Property",29,"",NA,NA,"",NA,"Exposure route of administration",NA,"Made by Experimenter","Text","Intranasal administration","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",35,"Instance",15,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",36,"Medium",35,"",NA,NA,"",NA,"Class",NA,"Made by Experimenter","Text","Mammal","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",37,"Property",36,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",38,"Property",36,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In vivo","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",39,"Property",36,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","Male","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",40,"Property",36,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","C57BL/6","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",41,"Property",36,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text","Jackson Laboratory, Bar Harbor, ME ","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",42,"Material",35,"",NA,NA,"",NA,"core component",NA,"Received from Supplier","Text","silver nanoparticle","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",43,"Property",42,"",NA,NA,"",NA,"Physical State",NA,"Made by Experimenter","Text","Suspension","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",44,"Property",42,"",NA,NA,"",NA,"Concentration",NA,"Made by Experimenter","Numeric","","mean","56.3","=","milligram per milliliter","range","50","62.5","milligram per milliliter","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",45,"Property",42,"",NA,NA,"",NA,"Volume",NA,"Made by Experimenter","Numeric","","","10","=","microliter","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",46,"Property",42,"",NA,NA,"",NA,"Dose",NA,"Made by Experimenter","Numeric","","","10","=","milligram per kilogram","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",47,"Property",42,"",NA,NA,"",NA,"Exposure route of administration",NA,"Made by Experimenter","Text","Intranasal administration","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",48,"Instance",15,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",49,"Medium",48,"",NA,NA,"",NA,"Class",NA,"Made by Experimenter","Text","Mammal","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",50,"Property",49,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",51,"Property",49,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In vivo","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",52,"Property",49,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","Male","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",53,"Property",49,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","C57BL/6","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",54,"Property",49,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text","Jackson Laboratory, Bar Harbor, ME ","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",55,"Material",48,"",NA,NA,"",NA,"core component",NA,"Received from Supplier","Text","silver nanoparticle","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",56,"Property",55,"",NA,NA,"",NA,"Physical State",NA,"Made by Experimenter","Text","Suspension","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",57,"Property",55,"",NA,NA,"",NA,"Concentration",NA,"Made by Experimenter","Numeric","","mean","56.3","=","milligram per milliliter","range","50","62.5","milligram per milliliter","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",58,"Property",55,"",NA,NA,"",NA,"Volume",NA,"Made by Experimenter","Numeric","","","10","=","microliter","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",59,"Property",55,"",NA,NA,"",NA,"Dose",NA,"Made by Experimenter","Numeric","","","25","=","milligram per kilogram","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",60,"Property",55,"",NA,NA,"",NA,"Exposure route of administration",NA,"Made by Experimenter","Text","Intranasal administration","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",61,"Instance",15,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",62,"Medium",61,"",NA,NA,"",NA,"Class",NA,"Made by Experimenter","Text","Mammal","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",63,"Property",62,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",64,"Property",62,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In vivo","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",65,"Property",62,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","Male","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",66,"Property",62,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","C57BL/6","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",67,"Property",62,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text","Jackson Laboratory, Bar Harbor, ME ","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",68,"Material",61,"",NA,NA,"",NA,"core component",NA,"Received from Supplier","Text","silver nanoparticle","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",69,"Property",68,"",NA,NA,"",NA,"Physical State",NA,"Made by Experimenter","Text","Suspension","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",70,"Property",68,"",NA,NA,"",NA,"Concentration",NA,"Made by Experimenter","Numeric","","mean","56.3","=","milligram per milliliter","range","50","62.5","milligram per milliliter","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",71,"Property",68,"",NA,NA,"",NA,"Volume",NA,"Made by Experimenter","Numeric","","","10","=","microliter","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",72,"Property",68,"",NA,NA,"",NA,"Dose",NA,"Made by Experimenter","Numeric","","","50","=","milligram per kilogram","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",73,"Property",68,"",NA,NA,"",NA,"Exposure route of administration",NA,"Made by Experimenter","Text","Intranasal administration","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",74,"Instance",15,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",75,"Medium",74,"",NA,NA,"",NA,"Class",NA,"Made by Experimenter","Text","Mammal","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",76,"Property",75,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",77,"Property",75,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In vivo","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",78,"Property",75,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","Male","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",79,"Property",75,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","C57BL/6","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",80,"Property",75,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text","Jackson Laboratory, Bar Harbor, ME ","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",81,"Material",74,"",NA,NA,"",NA,"core component",NA,"Received from Supplier","Text","silver nanoparticle","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",82,"Property",81,"",NA,NA,"",NA,"Concentration",NA,"Made by Experimenter","Numeric","","mean","56.3","=","milligram per milliliter","range","50","62.5","milligram per milliliter","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",83,"Property",81,"",NA,NA,"",NA,"Volume",NA,"Made by Experimenter","Numeric","","","10","=","microliter","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",84,"Property",81,"",NA,NA,"",NA,"Dose",NA,"Made by Experimenter","Numeric","","","100","=","milligram per kilogram","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",85,"Property",81,"",NA,NA,"",NA,"Exposure route of administration",NA,"Made by Experimenter","Text","Intranasal administration","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",86,"Instance",15,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",87,"Medium",86,"",NA,NA,"",NA,"Class",NA,"Made by Experimenter","Text","Mammal","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",88,"Property",87,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",89,"Property",87,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In vivo","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",90,"Property",87,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","Male","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",91,"Property",87,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","C57BL/6","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",92,"Property",87,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text","Jackson Laboratory, Bar Harbor, ME ","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",93,"Material",86,"",NA,NA,"",NA,"core component",NA,"Received from Supplier","Text","silver nanoparticle","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",94,"Property",93,"",NA,NA,"",NA,"Physical State",NA,"Made by Experimenter","Text","Suspension","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",95,"Property",93,"",NA,NA,"",NA,"Concentration",NA,"Made by Experimenter","Numeric","","mean","56.3","=","milligram per milliliter","range","50","62.5","milligram per milliliter","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",96,"Property",93,"",NA,NA,"",NA,"Volume",NA,"Made by Experimenter","Numeric","","","10","=","microliter","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",97,"Property",93,"",NA,NA,"",NA,"Dose",NA,"Made by Experimenter","Numeric","","","500","=","milligram per kilogram","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",98,"Property",93,"",NA,NA,"",NA,"Exposure route of administration",NA,"Made by Experimenter","Text","Intranasal administration","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",99,"Instance",22,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",100,"Medium",99,"",NA,NA,"",NA,"Class",NA,"Made by Experimenter","Text","Mammal","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",101,"Property",100,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",102,"Property",100,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In vivo","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",103,"Property",100,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","Male","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",104,"Property",100,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","C57BL/6","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",105,"Property",100,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text","Jackson Laboratory, Bar Harbor, ME ","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",106,"Material",99,"",NA,NA,"",NA,"core component",NA,"Received from Supplier","Text","silver nanoparticle","","","","","","","","","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",107,"Property",106,"",NA,NA,"",NA,"Physical State",NA,"Made by Experimenter","Text","Suspension","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",108,"Property",106,"",NA,NA,"",NA,"Concentration",NA,"Made by Experimenter","Numeric","","mean","56.3","=","milligram per milliliter","range","50","62.5","milligram per milliliter","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",109,"Property",106,"",NA,NA,"",NA,"Volume",NA,"Made by Experimenter","Numeric","","","10","=","microliter","","","","","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",110,"Property",106,"",NA,NA,"",NA,"Dose",NA,"Made by Experimenter","Numeric","","","0","=","milligram per kilogram per day","","","","","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",111,"Property",106,"",NA,NA,"",NA,"Duration",NA,"Made by Experimenter","Numeric","","","7","=","day","","","","","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",112,"Property",106,"",NA,NA,"",NA,"Time Interval",NA,"Made by Experimenter","Text","Everyday","","","","","","","","","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",113,"Instance",35,"",NA,NA,"",NA,"",NA,"","","","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",114,"Medium",113,"",NA,NA,"",NA,"Class",NA,"Made by Experimenter","Text","Mammal","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",115,"Property",114,"",NA,NA,"",NA,"Latin name",NA,"Reported by Experimenter","Text","Mus Musculus","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",116,"Property",114,"",NA,NA,"",NA,"Assay Category",NA,"Reported by Experimenter","Text","In vivo","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",117,"Property",114,"",NA,NA,"",NA,"Sex",NA,"Reported by Experimenter","Text","Male","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",118,"Property",114,"",NA,NA,"",NA,"Strain",NA,"Reported by Experimenter","Text","C57BL/6","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",119,"Property",114,"",NA,NA,"",NA,"Supplier",NA,"Reported by Experimenter","Text","Jackson Laboratory, Bar Harbor, ME ","","","","","","","","","[]","[""10012""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",120,"Material",113,"",NA,NA,"",NA,"core component",NA,"Received from Supplier","Text","silver nanoparticle","","","","","","","","","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",121,"Property",120,"",NA,NA,"",NA,"Physical State",NA,"Made by Experimenter","Text","Suspension","","","","","","","","","[]","[""10010""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",122,"Property",120,"",NA,NA,"",NA,"Concentration",NA,"Made by Experimenter","Numeric","","mean","56.3","=","milligram per milliliter","range","50","62.5","milligram per milliliter","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",123,"Property",120,"",NA,NA,"",NA,"Volume",NA,"Made by Experimenter","Numeric","","","10","=","microliter","","","","","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",124,"Property",114,"",NA,NA,"",NA,"Dose",NA,"Made by Experimenter","Numeric","","","50","=","milligram per kilogram per day","","","","","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",125,"Property",114,"",NA,NA,"",NA,"Duration",NA,"Made by Experimenter","Numeric","","","7","=","day","","","","","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",126,"Property",114,"",NA,NA,"",NA,"Time Interval",NA,"Made by Experimenter","Text","Everyday","","","","","","","","","[]","[""10011""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",127,"Instance",22,"",NA,7,"day",NA,"",NA,"","","","","","","","","","","","[]","[]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",128,"Property",138,"",NA,NA,"",NA,"Heme oxygenase 1",NA,"Reported by Experimenter","Numeric","","mean","0.05","=","dimensionless","standard deviation","","0.07","dimensionless","[]","[""10017""]","[""10014""]",NA,NA
"10.1016/j.ntt.2015.08.006",129,"Property",138,"",NA,NA,"",NA,"Monocyte",NA,"Reported by Experimenter","Numeric","","mean","10","=","percent","standard error","","13","percent","[]","[""10014""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",130,"Property",138,"",NA,NA,"",NA,"Neutrophil count",NA,"Reported by Experimenter","Numeric","","mean","2","=","percent","standard error","","3.6","percent","[]","[""10014""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",131,"Property",138,"",NA,NA,"",NA,"Lymphocyte",NA,"Reported by Experimenter","Numeric","","mean","88","=","percent","standard error","","93","percent","[]","[""10014""]","[]",NA,NA
"10.1016/j.ntt.2015.08.006",132,"Property",138,"",NA,NA,"",NA,"Natural Killer Cell",NA,"Reported by Experimenter","Numeric","","mean","3.3","=","percent","standard error","","3.9","percent","[]","[""10014""]","[]",NA,NA
